Doctor Name,Specialization,Experience,Location,City,Hospital,Consultation Fee,Profile Link
Dr. Meghraj Ingle,Gastroenterologist,23 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2500,https://www.practo.com/mumbai/doctor/dr-meghraj-ingle-gastroenterologist?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Zinal,Pediatrician,27 years experience overall,"Andheri West,",Mumbai,Mothers Care Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-zinal-pediatrician-1?practice_id=725333&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Amruta Wakde Desai,Dentist,15 years experience overall,"Dadar West,",Mumbai,Esthetic Smiles Dental Clinic,₹200,https://www.practo.com/mumbai/doctor/dr-amruta-8-dentist?practice_id=1139233&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Kunjal Bathija,Gynecologist/Obstetrician,33 years experience overall,"Colaba,",Mumbai,Strand Clinic,₹800,https://www.practo.com/mumbai/doctor/kunjal-bathija?practice_id=1120282&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Mansukhlal Ghalla,Dermatologist,43 years experience overall,"Worli,",Mumbai,Dermatree Skin and Hair Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-mansukh-ghalla-dermatologist-cosmetologist-2?practice_id=1268064&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Bhuwania Puneet Sanjaykumar,Nephrologist,11 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1200,https://www.practo.com/mumbai/doctor/dr-bhuwania-puneet-sanjay-kumar-nephrologist?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Priyanka S Jain,Trichologist,14 years experience overall,"Sion,",Mumbai,SKIN PRAXIS,₹1200,https://www.practo.com/mumbai/doctor/dr-priyanka-s-jain-dermatologist?practice_id=1238930&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Sarika Holmukhe,Dermatologist,20 years experience overall,"Andheri West,",Mumbai,Dr Skinn Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-sarika-holmukhe-cosmetic-plastic-surgeon?practice_id=1359345&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Hetal Pabaria,Homoeopath,22 years experience overall,"Mulund West,",Mumbai,Dr Batra's Positive Health Clinic Pvt Ltd,₹499,https://www.practo.com/mumbai/doctor/dr-hetal-pabaria-homeopath?practice_id=1026481&specialization=Doctor&referrer=doctor_listing&page_uid=f95b2048-c531-48fa-94e1-5e04095f76e6
Dr. Gouri Gore,Gynecologist/Obstetrician,20 years experience overall,"Chembur East,",Mumbai,Sushrut Hospital and Research Center,₹1200,https://www.practo.com/mumbai/doctor/dr-gauri-1-gynecologist-obstetrician?practice_id=611951&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Falguni Shah,Dentist,34 years experience overall,"Borivali West,",Mumbai,Dr Falguni Shah's Dental Clinic,₹400,https://www.practo.com/mumbai/doctor/dr-falguni-shah-dentist?practice_id=649491&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Aditi Dandawate,Pediatrician,7 years experience overall,"Ghatkopar East,",Mumbai,Synergy Childcare Clinic,₹600,https://www.practo.com/mumbai/doctor/aditi-dandawate-pediatrician?practice_id=1460616&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Siddhi Chavan,Dermatologist,16 years experience overall,"Bandra West,",Mumbai,Dr Siddhi Chavan's Clinic,₹1500,https://www.practo.com/mumbai/doctor/jagdish-sakhia-3-dermatologist?practice_id=1166844&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Nikunj Mody,Plastic Surgeon,18 years experience overall,"Ghatkopar West,",Mumbai,Zenil Aesthetics & Dental Studio,₹1500,https://www.practo.com/mumbai/doctor/dr-nikunj-mody?practice_id=1144300&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Reshma Jhaveri,Ophthalmologist,23 years experience overall,"Juhu,",Mumbai,Sure Sight Eye Care,₹1500,https://www.practo.com/mumbai/doctor/dr-reshma-jhaveri-ophthalmologist-1?practice_id=695408&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. R P Hasija,Rheumatologist,7 years experience overall,"Andheri East,",Mumbai,Harrison Clinic,₹2000,https://www.practo.com/mumbai/doctor/rps-hasija-rheumatologist-2?practice_id=1466563&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Manisha Mehboobani,Homoeopath,29 years experience overall,"Khar West,",Mumbai,Dr Batra's Positive Health Clinic Pvt Ltd,₹499,https://www.practo.com/mumbai/doctor/dr-manisha-mehboobani-homeopath-homoeopath?practice_id=1026436&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Chetan Lokhande,Psychiatrist,15 years experience overall,"Kurla East,",Mumbai,Manchaitanya Mind & Health Care Centre,₹1500,https://www.practo.com/mumbai/doctor/chetan-lokhande-psychiatrist-psychiatrist?practice_id=981488&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Lenny Da Costa,Geriatrician,30 years experience overall,"Worli,",Mumbai,Rejuven Clinic,₹7000,https://www.practo.com/mumbai/doctor/dr-lenny-da-costa-geriatrician?practice_id=992111&specialization=Doctor&referrer=doctor_listing&page_uid=ec6c6d82-0b64-47ba-91f2-9798ae317fda
Dr. Suyash Bhandekar,Gynecologist/Obstetrician,17 years experience overall,"Mulund West,",Mumbai,Evacare Complete Woman Healthcare and Fertility Unit,₹1500,https://www.practo.com/mumbai/doctor/dr-suyash-bhandekar?practice_id=1160566&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Sadhana Deshmukh,Dermatologist,22 years experience overall,"Bandra West,",Mumbai,Forever Yooung Skin Hair Body Aesthetics Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-sadhana-deshmukh-dermatologist-cosmetologist?practice_id=649692&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Rushabh Shah,Ophthalmologist,19 years experience overall,"Girgaon,",Mumbai,The Eye Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-rushabh-shah-ophthalmologist?practice_id=1122183&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Akanksha Saberwal,Ear-Nose-Throat (ENT) Specialist,17 years experience overall,"Andheri West,",Mumbai,Kairos ENT Care and Wellness,₹1500,https://www.practo.com/mumbai/doctor/dr-akanksha-saberwal-ear-nose-throat-ent-specialist?practice_id=1223764&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Stimita Kamdar,Dentist,41 years experience overall,"Andheri West,",Mumbai,Wondersmiles,₹500,https://www.practo.com/mumbai/doctor/dr-stimita-kamdar-1-dentist?practice_id=661108&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Subhadra H N,Dentist,22 years experience overall,"Chembur,",Mumbai,Pedocare Dental Clinic For Kids And Teens,₹500,https://www.practo.com/mumbai/doctor/subhadra-hn-dentist?practice_id=1451932&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Mr. Monish Mehta   (Physiotherapist),Physiotherapist,11 years experience overall,"Khar West,",Mumbai,Physiocentrum,₹2000,https://www.practo.com/mumbai/therapist/monishmehta-physiotherapist?practice_id=1140339&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Kanupriya Halan,Ear-Nose-Throat (ENT) Specialist,15 years experience overall,"Andheri West,",Mumbai,Mahima Polyclinic,₹1000,https://www.practo.com/mumbai/doctor/dr-kanupriya-halan-ear-nose-throat-ent-specialist-ear-nose-throat-ent-specialist?practice_id=1298187&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Amit Chablani,Dentist,17 years experience overall,"Bandra West,",Mumbai,Sorriso Dental Care,₹1000,https://www.practo.com/mumbai/doctor/dr-amit-chablani-dentist?practice_id=667691&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Priyadarshani Jain,Psychotherapist,12 years experience overall,"Andheri East,",Mumbai,Happy Life Clinic,₹3000,https://www.practo.com/mumbai/therapist/dr-priyadarshni-jain-psychiatrist?practice_id=1129618&specialization=Doctor&referrer=doctor_listing&page_uid=80d5bffd-b002-449f-9cdc-35255008f835
Dr. Priyadarshani Jain,Psychotherapist,12 years experience overall,"Andheri East,",Mumbai,Happy Life Clinic,₹3000,https://www.practo.com/mumbai/therapist/dr-priyadarshni-jain-psychiatrist?practice_id=1129618&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Isha Angne,Dentist,16 years experience overall,"Malad West,",Mumbai,Pediatric Smiles - Pediatric Dentist,₹500,https://www.practo.com/mumbai/doctor/dr-isha-angne-dentist?practice_id=1119589&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Parag Vibhakar,Plastic Surgeon,19 years experience overall,"Andheri East,",Mumbai,Skin 'N' Sculpt,₹1500,https://www.practo.com/mumbai/doctor/dr-parag-vibhakar-cosmetic-plastic-surgeon-1?practice_id=794844&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Kirti Shankhdhar,Gynecologist/Obstetrician,27 years experience overall,"Chembur East,",Mumbai,Sushrut Hospital and Research Center,₹1200,https://www.practo.com/mumbai/doctor/dr-kirti-shankhdhar-gynecologist-obstetrician-1?practice_id=611951&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Pratima S  Wagh,Ophthalmologist,30 years experience overall,"Kandivali,",Mumbai,Vision Eye Care And Laser Center,₹800,https://www.practo.com/mumbai/doctor/dr-pratima-wagh-ophthalmologist-2?practice_id=1288989&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Rohan Patani,Dentist,11 years experience overall,"Borivali West,",Mumbai,Manasi Polyclinic,₹500,https://www.practo.com/mumbai/doctor/dr-rohan-patani-dentist?practice_id=792806&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Dube Sunilkumar Rameshchandra,General Physician,33 years experience overall,"Chembur East,",Mumbai,Sushrut Hospital and Research Center,₹1200,https://www.practo.com/mumbai/doctor/dr-s-r-dube-general-physician-1?practice_id=611951&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Ekta Kukreja Maniyar,Dentist,15 years experience overall,"Goregaon East,",Mumbai,Dentzania ᵀᴹ Advanced Multispeciality Dental Care Centre,₹500,https://www.practo.com/mumbai/doctor/dr-ekta-maniyar-dentist?practice_id=1124086&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Siddharth M. Shah,Orthopedist,18 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹2000,https://www.practo.com/mumbai/doctor/siddharth-m-shah-orthopedist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Parzan Mistry,Infertility Specialist,11 years experience overall,"Nana Chowk,",Mumbai,Gynafem -The Complete Gynaec & Fertility Solution Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-parzan-mistry-gynecologist-obstetrician?practice_id=1396710&specialization=Doctor&referrer=doctor_listing&page_uid=4af4b1f8-5628-450c-bf7d-0810eae7f08a
Dr. Tanushree Naik Parekh,Dentist,15 years experience overall,"Charni Road,",Mumbai,Smileage Dental Clinic,₹300,https://www.practo.com/mumbai/doctor/tanushree-naik-parekh-dentist?practice_id=826167&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Kaiwan K. Shroff,Dentist,15 years experience overall,"Bandra West,",Mumbai,Smile Space,₹1000,https://www.practo.com/mumbai/doctor/kaiwan-k-shroff-dentist?practice_id=1316184&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Sana Bhamla,Dermatologist,17 years experience overall,"Mumbai Central,",Mumbai,Dr. Sana Bhamla - Kyshha Skin And Hair Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-sana-bhamla-3-dermatologist-cosmetologist?practice_id=1029888&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Maithili Kamat,Dermatologist,28 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹2000,https://www.practo.com/mumbai/doctor/maithili-kamat-dermatologist-cosmetologist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Anil Bradoo,Urologist,34 years experience overall,"Chembur East,",Mumbai,Sushrut Hospital and Research Center,₹500,https://www.practo.com/mumbai/doctor/dr-anil-bradoo-urologist-2?practice_id=611951&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Mr. Vilas Jambhulkar,Occupational Therapist,19 years experience overall,"Andheri West,",Mumbai,FootImpact,₹1500,https://www.practo.com/mumbai/therapist/vilas-jambhulkar-occupational-therapist?practice_id=681190&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Punit Kaur Anand Khalsa,Dentist,10 years experience overall,"Chembur East,",Mumbai,Dr. Punit's Dental Clinic,₹200,https://www.practo.com/mumbai/doctor/punit-kaur-anand-khalsa-dentist?practice_id=1368571&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Kajal Sanghvi,Dentist,4 years experience overall,"Bandra West,",Mumbai,Divine Smiles Dental Care,₹500,https://www.practo.com/mumbai/doctor/kajal-sanghvi-dentist?practice_id=901732&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Mahesh .M. Lalwani,Dentist,46 years experience overall,"Malabar Hill,",Mumbai,Dr.M.M. Lalwani's Dental Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-mahesh-m-lalwani-dentist-1?practice_id=648630&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Rashmi Shetty,Dentist,20 years experience overall,"Chembur,",Mumbai,K.K Memorial Dental Centre,₹500,https://www.practo.com/mumbai/doctor/dr-rashmi-shetty-3-dentist-1?practice_id=1071710&specialization=Doctor&referrer=doctor_listing&page_uid=d2ad5b94-ae96-43be-84f3-896adc0962f9
Dr. Aakanksha Gupta,Dermatologist,6 years experience overall,"Dadar West,",Mumbai,Dr. Aakanksha Gupta Clinic,₹1000,https://www.practo.com/mumbai/doctor/aakanksha-gupta-dermatologist?practice_id=1410164&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Kunal Jobanputra,Oncologist,10 years experience overall,"Mahim,",Mumbai,M | O | C Cancer Care & Research Centre,₹1500,https://www.practo.com/mumbai/doctor/kunal-jobanputra-oncologist-1?practice_id=1438498&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Radhika Kopikar,Dermatologist,16 years experience overall,"Vikhroli East,",Mumbai,Kopikar Dermatology,₹1500,https://www.practo.com/mumbai/doctor/radhika-kopikar-dermatologist?practice_id=1112658&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Siddharth Prakash,Plastic Surgeon,25 years experience overall,"Andheri West,",Mumbai,Ambrosia Aesthetics,₹3000,https://www.practo.com/mumbai/doctor/siddharth-prakash-cosmetic-plastic-surgeon?practice_id=649315&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Arjav Beswal,Dentist,15 years experience overall,"Fort,",Mumbai,Opus Dental Specialities,₹500,https://www.practo.com/mumbai/doctor/dr-arjav-beswal-pediatric-dentist?practice_id=648751&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Sujata Chitnis,Pediatrician,44 years experience overall,"Vileparle East,",Mumbai,Smeet Nursing Home,₹1500,https://www.practo.com/mumbai/doctor/dr-mrs-sujata-chitnis-pediatrician?practice_id=694336&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Divya Prabhat,Ear-Nose-Throat (ENT) Specialist,40 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹3500,https://www.practo.com/mumbai/doctor/dr-divya-prabhat-ear-nose-throat-ent-specialist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Vikram Sharad Shah,Gynecologist/Obstetrician,27 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹1800,https://www.practo.com/mumbai/doctor/dr-vikram-sharad-shah-gynecologist-obstetrician?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Jayna Gandhi,Dentist,16 years experience overall,"Goregaon East,",Mumbai,American Dental Practices,₹500,https://www.practo.com/mumbai/doctor/dr-jayna-gandhi-1-dentist?practice_id=648638&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Ishwar Gilada,Sexologist,45 years experience overall,"Lamington Road,",Mumbai,Unison Medicare And Research Centre,₹3400,https://www.practo.com/mumbai/doctor/dr-ishwar-gilada-general-physician?practice_id=1166949&specialization=Doctor&referrer=doctor_listing&page_uid=2d7e9eff-50b9-4837-b6f2-f3871bd530d1
Dr. Sonali Rao Bhagwat,General Surgeon,30 years experience overall,"Parel,",Mumbai,Gleneagles Hospitals,₹2000,https://www.practo.com/mumbai/doctor/dr-sonali-rao-bhagwat-general-surgeon?practice_id=982258&specialization=Doctor&referrer=doctor_listing&page_uid=38acec9c-12e2-47c7-9f6e-4c34b170609e
Dr. Narendra Rathi,Pediatrician,40 years experience overall,"Andheri West,",Mumbai,Smile Children Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-narendra-rathi-pediatrician?practice_id=1472085&specialization=Doctor&referrer=doctor_listing&page_uid=38acec9c-12e2-47c7-9f6e-4c34b170609e
Dr. Sangeeta Pikale,Gynecologist/Obstetrician,35 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹2000,https://www.practo.com/mumbai/doctor/dr-sangeetha-gynecologist-obstetrician-6-235391?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=38acec9c-12e2-47c7-9f6e-4c34b170609e
Dr. Namita M. Zaveri,General Practitioner,34 years experience overall,"Chembur,",Mumbai,Kamalaksha - Rajeshwari Clinic,₹300,https://www.practo.com/mumbai/doctor/dr-namita-m-zaveri-general-practitioner?practice_id=1329487&specialization=Doctor&referrer=doctor_listing&page_uid=38acec9c-12e2-47c7-9f6e-4c34b170609e
Dr. Sunil Ghate,Dermatologist,25 years experience overall,"Chembur East,",Mumbai,Sushrut Hospital and Research Center,₹1200,https://www.practo.com/mumbai/doctor/dr-sunil-ghate-dermatologist-cosmetologist-3?practice_id=611951&specialization=Doctor&referrer=doctor_listing&page_uid=38acec9c-12e2-47c7-9f6e-4c34b170609e
